Product_ID,Cluster,is_outlier,demanda_total,cv
2330,0,0,649.619999999989,0.2672614677430825
2477,0,0,88.71999999999848,0.27914004515291496
2745,0,0,1025.7799999999827,0.26634722609040384
3327,0,0,2281.639999999961,0.2661921044955987
3329,0,0,578.45999999999,0.28073351939044383
3847,0,0,1316.0999999999776,0.26615688614739064
3848,0,0,1580.3099999999731,0.27801072905685226
3850,0,0,430.2099999999927,0.266197566827704
3961,0,0,1230.3599999999792,0.2663905184178496
4033,0,0,1746.7499999999704,0.2662241975738137
4039,0,0,931.1499999999842,0.26711608311332286
4115,0,0,1067.049999999982,0.2672940723673458
4119,0,0,855.0999999999855,0.26785570327702596
4889,0,0,805.2199999999864,0.2663103988182956
5641,0,0,405.63999999999305,0.2764680053262819
5814,0,0,1232.1499999999792,0.26633574198606824
5844,0,0,851.8099999999855,0.2680154750782926
5848,0,0,2872.899999999951,0.27939129301406396
5851,0,0,2331.2999999999606,0.26630139614652576
5856,0,0,1450.2899999999752,0.27288129444174286
5858,0,0,1357.359999999977,0.2749087346181466
5860,0,0,1466.4699999999752,0.2747474714493323
5861,0,0,50.009999999999124,0.26652377363064933
5862,0,0,3008.319999999949,0.26734569007505166
5864,0,0,1202.7299999999796,0.2662270862518799
5865,0,0,474.5899999999919,0.26618421288958305
5868,0,0,1165.64999999998,0.26654069720107093
5874,0,0,326.10999999999444,0.26854154091672006
5910,0,0,291.869999999995,0.26626987903623406
5912,0,0,2452.7999999999583,0.2661268090689484
5913,0,0,1433.5899999999756,0.2674788071634248
5914,0,0,1038.6599999999823,0.2681845933756987
5916,0,0,1334.1599999999776,0.27504998058259694
5918,0,0,242.73999999999586,0.26610452225535536
5920,0,0,731.3599999999876,0.26649757935245405
5922,0,0,900.2199999999847,0.2661280577439285
5924,0,0,1847.1599999999687,0.2662498392806232
5925,0,0,1470.389999999975,0.26859503326446066
5926,0,0,58.109999999998976,0.27497217245074895
5927,0,0,1395.9499999999764,0.2731343509066949
5928,0,0,2498.0599999999577,0.26645184590991616
5930,0,0,514.7699999999912,0.26839008231012307
5931,0,0,2420.129999999959,0.2678926920109664
5934,0,0,1386.8499999999767,0.28260501989288617
5936,0,0,1257.5199999999786,0.2661198619829673
5937,0,0,953.1399999999837,0.2859856656819723
5938,0,0,831.4699999999859,0.26622620644153056
5940,0,0,695.3599999999882,0.2665463545361665
5942,0,0,2247.369999999962,0.2661974319932791
5943,0,0,3000.9699999999493,0.2675718178560992
5945,0,0,877.0299999999851,0.2661202545163811
5946,0,0,354.27999999999395,0.2665387278847054
5948,0,0,1924.0199999999675,0.2663967282495503
5949,0,0,2342.83999999996,0.278552089067753
5950,0,0,1081.4499999999816,0.26619625702904426
5951,0,0,878.2299999999851,0.2664910043894714
5952,0,0,1174.6099999999801,0.2661086300388421
5954,0,0,1262.9499999999784,0.2663131656273361
5955,0,0,955.6699999999837,0.2759512744929674
5957,0,0,1349.8799999999771,0.26661218666016706
5958,0,0,2510.969999999957,0.28258380419551915
5959,0,0,1003.4399999999829,0.2664899264946564
5960,0,0,2793.5499999999524,0.2687970454713014
5961,0,0,608.8399999999897,0.273438049175827
5963,0,0,1710.209999999971,0.2663081362198822
6175,0,0,1951.1599999999669,0.26642468717972345
6199,0,0,1303.6599999999778,0.2661474929860846
6200,0,0,301.09999999999485,0.26633414384237203
6201,0,0,932.7499999999842,0.26648439825122416
6202,0,0,201.00999999999652,0.2665891231301858
6203,0,0,34.70999999999937,0.26758441194887944
7102,0,0,2330.4999999999604,0.2661325079720023
7103,0,0,811.5299999999862,0.26670984679817394
7104,0,0,2702.919999999954,0.27526731946890365
7220,0,0,923.5199999999843,0.26749842485297093
7294,0,0,175.80999999999696,0.2666810972299427
7295,0,0,1049.5699999999822,0.26634325516991986
7296,0,0,2896.239999999951,0.2661237689000327
7297,0,0,692.4199999999882,0.2689963913078267
7298,0,0,1600.519999999973,0.2803735741994822
7608,0,0,338.68999999999426,0.2675064887130033
7718,0,0,818.0099999999861,0.26665365246859285
7884,0,0,1718.0499999999709,0.2678810624322402
8074,0,0,1453.6699999999753,0.26637876795889087
8077,0,0,1472.699999999975,0.2663064833145614
8778,0,0,345.5699999999941,0.2675428905885071
8788,0,0,184.27999999999687,0.28552672342445456
8940,0,0,2567.719999999956,0.2809735720870239
8977,0,0,2635.4199999999555,0.2780287955061277
8986,0,0,2488.219999999958,0.26679474429372085
8987,0,0,448.46999999999235,0.26629669384324905
8988,0,0,2926.5799999999504,0.26610518760411134
9002,0,0,770.089999999987,0.26625642020184964
9003,0,0,1365.4899999999768,0.2663442582320131
9004,0,0,352.87999999999397,0.26666773644779374
9007,0,0,565.9499999999904,0.2661240509801494
9010,0,0,331.15999999999434,0.26623613542029023
9011,0,0,1022.0199999999826,0.26648341143845933
9012,0,0,1091.6399999999817,0.28343251067245245
9449,0,0,1195.1599999999796,0.26773259283385525
9450,0,0,289.6499999999951,0.26661329687607765
9451,0,0,1093.5499999999813,0.2753531756709043
9464,0,0,671.5699999999886,0.26648822314082427
9471,0,0,505.2199999999914,0.2671644227782444
9538,0,0,104.44999999999818,0.26617655144926705
9539,0,0,1406.639999999976,0.26613242485904437
9550,0,0,1338.5699999999774,0.2662665283484582
9580,0,0,1422.4999999999757,0.27490201524355345
9581,0,0,28.019999999999484,0.267643517737502
9582,0,0,1389.3399999999765,0.26625341138622305
9584,0,0,294.249999999995,0.2670849725329534
9587,0,0,997.8499999999831,0.26664725428666997
9588,0,0,1077.2299999999818,0.26680168363444107
9589,0,0,1513.0399999999743,0.2661735331267069
