Cluster,n_productos_nunique,d_total_mean,d_total_median,d_total_std,d_total_min,d_total_max,d_media_mean,d_media_median,d_media_std,d_media_min,d_media_max,cv_mean,cv_median,cv_std,cv_min,cv_max,p95_mean,p95_median,p95_std,p95_min,p95_max,mediana_mean,mediana_median,mediana_std,mediana_min,mediana_max,precio_medio_mean,precio_medio_median,precio_medio_std,precio_medio_min,precio_medio_max,PC1_mean,PC1_median,PC1_std,PC1_min,PC1_max,PC2_mean,PC2_median,PC2_std,PC2_min,PC2_max,PC3_mean,PC3_median,PC3_std,PC3_min,PC3_max
0,1385,1.4507798323648506,1.2697432243545268,0.7820833025334702,0.3874385945075355,5.142702446974877,1.4507798323648504,1.2697432243545268,0.7820833025334701,0.3874385945075354,5.1427024469748766,0.042461984522844706,-0.3387803893376089,0.7263061463799523,-0.4043874304770896,2.962419730774211,1.4516389591466774,1.2746901490231304,0.7812665159222449,0.3834750309093165,5.113318233742581,1.4512809128419337,1.2688732876805362,0.7796778170878964,0.3898699637481171,5.061268351769479,-0.016161171562037852,-0.012598934460961,0.7373857204105323,-1.8284632871660755,1.9337139320819567,-0.023208139631288188,0.1177623249020446,0.9028264131379369,-3.471516838309724,2.4885691314391245,0.11343278967228845,-0.494999985500026,1.0594241345139814,-0.7587887719963076,1.7996781785743048,0.06475953390404517,-0.5294556328583452,0.9615339324944723,-0.9898788913518628,3.457944772212614
1,1180,-0.46199300398754667,-0.43969334895664597,0.5290163983682714,-1.4455121650940077,0.6038748906894145,-0.4619930039875468,-0.43969334895664614,0.5290163983682713,-1.4455121650940077,0.6038748906894144,-0.033976839600149994,-0.345261936361124,0.7128243971334344,-0.4041336978306624,7.758391421770347,-0.46211316884706605,-0.4317229527014902,0.5288194945752368,-1.445063483921272,0.5935265116230559,-0.4624064864171356,-0.43626813714692614,0.5293849546747038,-1.446598376089083,0.5913233574536814,-0.004379958922505047,-0.0087065191287043,1.06536856060978,-1.997415152668909,1.99599257739807,-0.43064653793688545,0.1177623249020446,1.381638923213419,-5.440951620102349,10.311089063540036,1.4159116635956548,1.7996781785743048,0.9139366759889264,-0.7637097736129275,1.7996781785743048,1.3556842574496875,0.9753269690652164,0.9087141540772645,0.9753269690652164,4.175624678499539
2,3373,-0.4340878515031168,-0.3985180359856853,0.533287998078783,-1.4455121650940077,0.6072361407278601,-0.43408785150311685,-0.3985180359856853,0.533287998078783,-1.4455121650940077,0.6072361407278596,-0.0055491188366381325,-0.3445282385018489,1.168598173322401,-0.404374304575045,38.34830699698488,-0.4343985826204003,-0.4027837045864491,0.5325974307535919,-1.445063483921272,0.602851236244956,-0.4341489505822289,-0.4016430099193739,0.533870336987479,-1.446598655474987,0.6224770367185116,0.008168269831597477,0.0001303156796632,1.0680689283724627,-1.9990983592990743,1.995571775740529,0.16018564724425102,-0.1557105809850033,0.8174313145289488,-1.3117629727803892,2.4885691314391245,-0.541915261410908,-0.5588728525076807,0.08744345489750327,-0.661390180717279,-0.4109269451948479,-0.5008595844197252,-0.5906822333588626,0.443817119079347,-0.9898788913518628,0.4935824618062558
