Product_ID,on_hand
3242,0
3243,0
3251,0
3257,0
3258,0
3259,0
3265,0
3267,0
3269,0
3271,0
3273,0
3276,0
3277,0
3278,0
3283,0
3284,0
3301,0
3305,0
3311,0
3317,0
3318,0
3322,0
3327,0
3329,0
3330,0
3331,0
3342,0
3350,0
3352,0
3354,2
3356,477
3359,26
3361,28
3362,19
3365,215
3366,269
3368,14
3372,203
3373,176
3379,117
3386,5
3391,44
3393,84
3394,18
3396,31
3397,2
3399,1
3404,12
3405,2
3406,2
3408,0
3409,0
3411,0
3412,0
3415,0
3417,0
3420,0
3422,0
3426,0
3427,108
3430,19
3434,13
3439,2
3443,2
3447,1
3448,1
3451,1
3452,1
3462,0
3464,0
3465,0
3472,0
3473,0
3477,0
3480,0
3481,0
3484,0
3496,0
3497,0
3500,0
3502,0
3504,0
3507,0
3511,0
3514,0
3517,0
3519,0
3525,0
3529,0
3534,0
3536,0
3538,0
3539,0
3542,0
3543,0
3544,0
3547,0
3552,0
3556,0
3560,0
3567,0
3574,0
3576,0
3580,0
3581,0
3584,0
3585,0
3586,0
3596,0
3601,0
3604,0
3608,0
3610,0
3621,0
3623,0
3624,0
3627,0
3630,0
3632,0
3640,0
3643,0
3648,0
3649,0
3650,0
3653,0
3661,0
3662,0
3663,0
3665,0
3667,0
3668,0
3672,0
3682,0
3685,0
3689,0
3691,0
3694,0
3707,0
3714,0
3719,0
3722,0
3730,0
3735,0
3738,0
3740,0
3743,0
3748,0
3754,0
3755,0
3756,0
3759,0
3760,0
3768,0
3775,0
3777,0
3780,0
3793,0
3794,0
3797,0
3798,0
3801,0
3803,0
3805,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3817,0
3820,0
3823,0
3824,0
3826,0
3829,0
3831,0
3837,0
3845,0
3847,0
3848,0
3850,0
3858,0
3863,3
3868,2
3869,2
3874,1
3875,1
3878,0
3882,0
3886,0
3888,0
3889,0
3900,0
3908,0
3930,0
3937,0
3938,0
3939,0
3942,0
3944,0
3949,0
3953,0
3954,0
3957,0
3961,0
3962,0
3963,0
3966,0
3971,0
3974,0
3975,0
3978,0
3979,0
3982,0
3995,0
3997,0
4001,0
4006,0
4011,0
4012,0
4013,0
4019,0
4026,0
4033,0
4039,0
4040,0
4041,14
4042,1
4045,0
4048,0
4050,0
4052,4
4055,1
4056,5
4057,0
4058,0
4059,0
4067,4
4069,0
4070,14
4071,4
4073,3
4076,2
4077,2
4079,5
4080,1
4081,1
4082,1
4084,0
4085,0
4087,0
4089,0
4091,0
4092,0
4093,0
4094,0
4095,0
4101,0
4102,0
4110,71
4111,69
4113,36
4115,8
4119,0
4120,0
4121,0
4123,0
4128,23
4134,16
4135,6
4136,6
4137,6
4138,6
4142,9
4143,9
4145,4
4146,8
4147,8
4150,3
4152,5
4153,5
4154,5
4156,7
4157,5
4159,9
4160,2
4164,6
4168,3
4169,3
4170,5
4173,4
4174,2
4177,2
4178,1
4180,3
4183,3
4185,2
4186,1
4187,2
4190,10
4191,864
4194,0
4195,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4205,0
4206,0
4207,0
4208,0
4211,0
4212,0
4214,0
4215,0
4216,0
4220,0
4222,0
4223,0
4225,0
4230,0
4233,0
4234,0
4235,0
4238,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4251,0
4252,0
4253,0
4254,0
4257,0
4258,0
4262,0
4264,0
4266,0
4268,0
4270,0
4271,0
4272,0
4274,0
4278,0
4281,0
4285,0
4286,0
4288,13
4290,11
4293,6
4294,16
4295,55
4296,56
4297,4
4298,41
4300,5
4302,27
4303,3
4309,8
4316,9
4324,0
4328,0
4329,0
4334,0
4335,0
4339,0
4340,0
4343,0
4345,0
4346,0
4347,0
4348,0
4351,0
4353,0
4355,0
4356,0
4362,0
4366,0
4371,0
4379,0
4380,0
4381,0
4382,0
4388,0
4389,0
4390,0
4391,0
4392,0
4395,0
4398,0
4401,0
4403,0
4406,0
4409,0
4411,0
4412,0
4413,0
4415,0
4416,0
4418,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4428,0
4429,0
4430,0
4433,0
4436,0
4439,0
4442,0
4443,0
4444,0
4447,0
4449,0
4452,0
4453,0
4455,0
4460,0
4464,4
4465,0
4467,0
4468,0
4472,1
4476,0
4478,0
4479,1
4480,0
4484,0
4487,0
4490,0
4497,0
4499,0
4501,0
4502,0
4505,0
4506,1
4508,0
4510,0
4513,1
4514,1
4517,0
4521,0
4523,0
4533,0
4537,0
4540,0
4542,0
4544,0
4547,0
4551,0
4555,6
4558,0
4559,0
4560,0
4561,0
4563,0
4567,1
4568,0
4570,17
4574,0
4577,0
4579,0
4581,0
4582,0
4583,0
4584,0
4587,0
4594,0
4597,0
4599,0
4600,0
4604,0
4605,0
4606,0
4611,96
4612,82
4613,72
4615,65
4616,97
4617,24
4620,6
4624,31
4626,109
4627,4
4629,15
4631,2
4633,1
4638,2
4639,2
4643,7
4644,5
4645,1
4648,2
4650,6
4652,1
4653,1
4657,1
4663,20
4665,2
4667,4
4669,4
4689,1
4690,1
4692,6
4695,1
4710,0
4711,0
4717,0
4718,0
4731,0
4733,0
4738,0
4742,0
4743,0
4745,0
4746,0
4747,0
4756,0
4757,0
4759,0
4761,0
4763,0
4767,0
4770,0
4771,0
4772,0
4773,0
4774,0
4777,0
4778,0
4780,0
4782,0
4783,0
4784,0
4786,0
4787,0
4790,0
4792,0
4794,0
4795,0
4797,0
4798,0
4799,0
4800,0
4801,0
4803,0
4805,0
4806,0
4807,0
4813,0
4815,0
4817,0
4819,0
4820,0
4822,0
4823,0
4825,0
4826,0
4828,0
4830,0
4831,0
4832,0
4834,0
4836,0
4837,0
4838,0
4839,0
4841,0
4842,0
4843,0
4844,0
4849,0
4851,0
4853,0
4856,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,0
4864,0
4866,0
4867,0
4871,0
4872,0
4874,0
4875,0
4877,0
4882,0
4883,0
4885,0
4887,0
4888,0
4889,0
4891,0
4892,0
4898,0
4901,0
4904,0
4907,0
4912,0
4913,0
4914,0
4915,0
4919,0
4923,0
4924,0
4926,0
4927,0
4936,0
4938,0
4944,0
4945,0
4950,0
4951,0
4955,0
4961,0
4963,0
4964,0
4967,0
4969,0
4971,0
4973,0
4975,0
4977,0
4979,0
4980,0
4986,0
4988,0
4991,0
4992,0
4996,0
4998,0
5002,0
5008,0
5017,0
5019,0
5020,0
5021,0
5026,0
5031,0
5032,0
5036,0
5038,0
5039,0
5046,0
5047,0
5050,0
5051,0
5059,0
5062,0
5067,0
5077,0
5089,0
5091,0
5093,0
5095,0
5097,0
5104,0
5119,27
5122,19
5123,12
5124,255
5129,11
5134,155
5143,9
5144,8
5145,95
5149,64
5150,52
5152,44
5154,12
5156,0
5159,0
5162,0
5163,0
5166,0
5171,0
5172,0
5177,0
5179,0
5181,66
5182,46
5183,60
5192,0
5196,0
5197,0
5205,0
5207,0
5209,0
5214,19
5215,14
5217,138
5219,130
5227,67
5228,62
5230,26
5231,17
5233,15
5236,1
5241,0
5242,0
5246,0
5250,0
5251,0
5252,0
5253,0
5259,0
5270,36
5274,16
5276,0
5278,1
5283,0
5284,0
5287,0
5289,0
5291,0
5292,0
5293,78
5299,0
5305,0
5307,0
5311,0
5314,0
5318,0
5319,0
5321,0
5323,0
5324,0
5328,0
5331,0
5332,0
5334,0
5335,0
5339,0
5343,0
5344,0
5347,0
5348,0
5350,0
5355,0
5363,16
5365,3
5366,8
5368,3
5371,5
5375,2
5378,1
5384,1
5385,0
5386,0
5387,0
5388,0
5390,0
5394,0
5396,0
5397,0
5398,0
5401,0
5405,0
5406,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5418,0
5419,0
5423,0
5424,0
5425,0
5427,0
5429,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5440,0
5441,0
5442,0
5443,0
5444,0
5446,0
5449,0
5450,0
5452,0
5454,0
5456,0
5458,0
5459,0
5460,0
5461,0
5462,0
5464,0
5468,0
5472,0
5475,0
5476,0
5477,0
5479,0
5480,0
5482,0
5483,0
5484,0
5490,0
5491,0
5492,0
5494,0
5495,0
5496,0
5499,0
5501,0
5503,0
5514,0
5516,0
5517,0
5518,0
5522,0
5524,0
5525,0
5531,0
5532,0
5535,0
5537,0
5538,0
5539,0
5543,0
5545,0
5546,0
5547,0
5551,0
5552,0
5563,0
5566,0
5575,0
5577,0
5579,0
5595,0
5602,24
5619,5
5624,12
5638,0
5641,0
5644,0
5645,0
5652,0
5655,0
5660,0
5669,0
5670,0
5676,0
5682,0
5683,0
5684,0
5687,0
5690,0
5691,0
5694,0
5704,0
5705,0
5706,0
5713,1
5716,0
5718,0
5719,0
5721,0
5722,0
5724,0
5725,0
5726,0
5727,0
5728,0
5732,0
5740,0
5741,0
5745,0
5746,0
5749,1
5757,0
5762,0
5766,0
5773,0
5779,0
5782,0
5783,0
5784,0
5785,0
5786,0
5790,0
5793,0
5795,0
5799,0
5801,0
5807,0
5808,0
5812,0
5814,2
5815,0
5818,0
5819,0
5820,0
5823,0
5825,0
5830,0
5833,0
5834,0
5836,0
5839,0
5844,0
5845,0
5848,0
5851,0
5856,0
5858,0
5860,0
5861,0
5862,0
5864,0
5865,0
5868,0
5869,0
5870,0
5874,0
5877,0
5878,0
5879,0
5884,0
5885,0
5887,0
5893,0
5897,0
5898,0
5900,0
5901,0
5907,6
5910,2
5912,2
5913,2
5914,1
5916,0
5918,0
5920,0
5922,0
5924,0
5925,0
5926,0
5927,0
5928,0
5930,0
5931,0
5934,0
5936,0
5937,0
5938,0
5940,0
5942,0
5943,0
5945,0
5946,0
5948,0
5949,0
5950,0
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0
5957,0
5958,0
5959,0
5960,0
5961,0
5963,0
5969,0
5970,0
5972,0
5974,0
5979,0
5982,0
5986,0
5989,0
5990,0
5991,0
5995,25
5996,11
5997,9
5999,5
6001,2
6002,1
6004,0
6012,0
6013,0
6021,0
6022,0
6024,0
6026,0
6027,0
6030,0
6039,7
6040,3
6041,4
6043,1
6044,1
6049,0
6050,0
6053,0
6054,0
6055,0
6056,0
6057,0
6058,0
6059,0
6060,0
6062,0
6065,0
6067,0
6068,0
6070,0
6071,0
6074,0
6078,0
6079,0
6081,0
6082,0
6083,0
6084,0
6087,0
6091,0
6101,0
6103,0
6104,0
6111,0
6113,0
6122,0
6123,0
6125,0
6129,0
6130,0
6131,0
6137,0
6138,0
6139,0
6143,0
6146,0
6148,0
6149,0
6151,0
6153,0
6155,0
6159,0
6165,0
6168,0
6169,0
6170,0
6172,0
6174,0
6175,0
6176,0
6177,0
6178,0
6182,0
6184,0
6189,0
6196,0
6199,0
6200,0
6201,0
6202,0
6203,0
6210,0
6211,0
6212,0
6215,0
6216,0
6217,0
6218,0
6221,0
6222,0
6223,0
6227,0
6228,0
6231,0
6232,0
6233,0
6234,0
6241,0
6243,0
6244,0
6245,0
6246,0
6248,0
6250,0
6255,0
6257,0
6259,0
6260,0
6261,0
6263,0
6264,0
6269,0
6270,0
6274,0
6275,0
6276,0
6277,0
6278,0
6280,0
6281,0
6282,0
6283,0
6284,0
6285,0
6286,0
6292,0
6294,0
6295,0
6297,0
6298,0
6300,0
6301,0
6303,0
6308,0
6314,0
6317,0
6324,0
6330,0
6332,0
6335,0
6338,1
6340,0
6343,0
6346,0
6347,0
6349,0
6352,0
6353,0
6356,0
6361,0
6362,0
6363,0
6364,0
6365,0
6366,0
6368,0
6370,0
6371,0
6374,0
6375,0
6376,0
6380,0
6381,0
6384,0
6388,0
6389,0
6394,0
6396,0
6397,0
6400,0
6401,0
6402,0
6403,0
6409,0
6410,0
6418,0
6423,0
6426,0
6428,0
6431,0
6434,0
6437,0
6439,0
6441,0
6448,0
6453,0
6455,0
6461,0
6465,0
6467,0
6468,0
6469,0
6470,0
6471,0
6473,0
6476,0
6481,0
6484,0
6485,0
6486,0
6487,0
6488,0
6489,0
6490,0
6491,0
6492,0
6496,0
6499,0
6500,0
6505,0
6506,0
6507,0
6510,0
6515,0
6519,0
6520,0
6521,0
6524,0
6529,0
6534,0
6537,0
6538,0
6542,0
6545,0
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,0
6554,0
6555,0
6561,0
6563,0
6564,0
6565,0
6568,0
6571,0
6572,0
6574,0
6575,0
6582,0
6584,0
6588,0
6590,0
6594,0
6595,0
6597,0
6599,0
6602,0
6610,0
6613,0
6615,0
6617,0
6619,0
6620,0
6621,0
6625,0
6626,0
6627,0
6628,0
6629,0
6630,0
6631,0
6634,0
6637,0
6638,0
6646,3
6648,1
6652,1
6654,1
6656,0
6661,0
6662,0
6672,0
6674,0
6675,0
6678,0
6682,0
6683,0
6684,0
6685,0
6688,0
6690,0
6699,0
6700,0
6702,0
6703,0
6704,0
6709,0
6711,0
6714,0
6717,0
6722,0
6724,0
6728,0
6731,0
6735,1
6737,1
6739,1
6740,0
6747,0
6753,0
6754,0
6757,0
6758,0
6764,0
6765,0
6770,0
6772,0
6773,0
6774,0
6775,0
6776,0
6777,0
6778,0
6780,0
6782,0
6786,0
6788,0
6789,0
6791,0
6792,0
6793,0
6795,0
6797,0
6798,0
6800,0
6801,0
6802,0
6803,0
6806,0
6807,0
6808,0
6810,0
6811,0
6812,0
6813,0
6814,0
6816,0
6820,0
6823,0
6824,0
6825,0
6826,0
6828,0
6829,0
6832,0
6833,0
6836,0
6837,0
6838,0
6839,0
6840,0
6841,0
6842,0
6843,0
6844,0
6845,0
6847,0
6848,0
6849,0
6850,0
6851,0
6852,0
6853,0
6857,0
6865,0
6866,0
6867,0
6875,0
6876,0
6881,0
6882,0
6888,0
6892,0
6897,0
6898,0
6901,0
6902,0
6904,0
6906,0
6908,0
6909,0
6910,0
6912,0
6913,0
6916,0
6917,0
6918,0
6919,0
6922,0
6925,0
6930,0
6931,0
6932,0
6933,0
6935,0
6937,0
6938,0
6939,0
6940,0
6947,0
6948,0
6949,0
6950,0
6951,0
6952,0
6953,0
6958,0
6959,0
6961,0
6963,0
6966,0
6967,0
6975,0
6977,0
6981,0
6985,0
6986,0
6989,0
6991,0
6999,0
7000,0
7003,0
7005,0
7006,0
7007,0
7013,0
7014,0
7015,0
7016,0
7018,0
7020,0
7022,0
7024,0
7025,0
7026,0
7028,0
7032,0
7042,0
7044,0
7046,0
7047,0
7048,0
7049,0
7050,0
7052,0
7053,0
7054,0
7055,0
7058,0
7059,0
7060,0
7063,0
7065,0
7069,0
7070,0
7072,0
7073,0
7074,0
7076,0
7078,0
7080,0
7081,0
7083,0
7088,0
7090,0
7094,0
7099,0
7101,0
7102,0
7103,0
7104,0
7106,0
7107,0
7108,0
7112,0
7113,0
7117,0
7121,0
7123,0
7124,0
7126,1
7128,0
7130,0
7131,0
7132,0
7133,0
7134,0
7135,0
7136,0
7137,0
7139,0
7140,0
7142,0
7144,0
7145,0
7146,0
7147,0
7149,0
7150,0
7151,0
7152,0
7165,4
7166,1
7170,0
7171,0
7172,0
7173,0
7174,0
7175,0
7177,0
7179,0
7181,0
7183,0
7187,0
7188,0
7189,0
7190,0
7194,0
7195,0
7196,0
7198,0
7204,0
7207,0
7208,0
7211,0
7212,0
7213,0
7214,0
7216,0
7220,0
7221,0
7222,0
7223,0
7224,0
7225,0
7229,0
7232,0
7235,0
7236,0
7237,0
7240,0
7245,0
7247,0
7251,0
7255,0
7257,0
7258,0
7259,0
7261,0
7263,0
7264,0
7265,0
7266,0
7270,0
7278,0
7279,0
7280,0
7281,0
7282,0
7283,0
7284,0
7285,0
7286,0
7288,0
7292,0
7294,0
7295,0
7296,0
7297,0
7298,0
7299,2
7300,1
7301,1
7302,1
7306,0
7307,0
7308,0
7309,0
7310,0
7311,0
7312,0
7313,0
7314,0
7315,0
7318,0
7319,0
7323,0
7324,0
7326,0
7327,0
7329,0
7331,0
7332,0
7333,0
7334,0
7335,0
7336,0
7337,0
7345,0
7347,0
7348,0
7349,0
7353,0
7354,0
7362,0
7363,0
7364,0
7365,0
7366,0
7368,0
7369,0
7370,0
7371,0
7378,0
7379,0
7380,0
7381,0
7382,0
7383,0
7384,0
7385,0
7386,0
7388,0
7391,0
7392,0
7393,0
7394,0
7398,0
7400,0
7402,0
7407,0
7411,0
7416,0
7423,0
7424,0
7425,0
7426,0
7428,0
7429,0
7430,0
7431,0
7433,0
7434,0
7435,0
7436,0
7440,0
7442,0
7443,0
7445,0
7446,0
7448,0
7451,0
7452,0
7461,0
7462,0
7463,0
7464,0
7465,0
7467,0
7469,0
7470,0
7471,0
7472,0
7473,0
7474,0
7475,0
7476,0
7477,0
7479,0
7481,0
7482,0
7483,0
7486,0
7490,0
7491,0
7492,0
7493,0
7494,0
7495,0
7496,0
7499,0
7505,0
7509,0
7510,0
7516,0
7517,0
7521,0
7523,0
7526,0
7529,0
7532,0
7538,0
7539,0
7540,0
7542,0
7545,0
7546,0
7550,0
7554,0
7555,0
7556,0
7557,0
7558,0
7559,0
7561,0
7568,0
7569,0
7570,0
7571,0
7573,0
7577,0
7579,0
7582,0
7583,0
7584,0
7587,0
7588,0
7589,0
7592,0
7594,0
7595,0
7597,0
7601,0
7602,0
7603,0
7604,0
7608,0
7609,0
7610,0
7613,0
7615,0
7616,0
7621,0
7624,0
7625,0
7627,0
7629,0
7631,0
7636,0
7637,0
7638,0
7641,0
7642,0
7643,0
7644,0
7647,0
7648,0
7651,0
7655,0
7656,0
7658,0
7659,0
7660,0
7664,0
7666,0
7667,0
7668,0
7674,0
7675,0
7676,0
7679,0
7681,0
7682,0
7683,0
7685,0
7686,0
7692,0
7693,0
7694,0
7695,0
7698,0
7699,0
7703,0
7704,0
7705,0
7706,0
7707,0
7710,0
7711,0
7715,0
7716,0
7718,0
7722,0
7723,0
7724,0
7727,0
7729,0
7730,0
7733,0
7736,0
7741,0
7742,0
7743,0
7744,0
7749,0
7756,1
7760,0
7761,0
7762,0
7763,0
7765,0
7767,0
7769,0
7770,0
7771,0
7773,0
7774,0
7777,0
7778,0
7783,0
7788,0
7793,0
7794,0
7797,0
7800,0
7801,0
7803,0
7806,0
7808,0
7809,0
7810,0
7811,0
7812,0
7813,0
7817,0
7818,0
7829,0
7830,0
7831,0
7832,0
7833,0
7834,0
7837,0
7839,0
7840,0
7841,0
7842,0
7845,0
7848,0
7855,0
7856,0
7857,0
7860,0
7861,0
7862,0
7864,0
7866,0
7869,0
7870,0
7871,0
7872,0
7873,0
7874,0
7875,0
7876,0
7877,0
7879,0
7880,0
7882,0
7883,0
7884,0
7885,0
7886,0
7887,0
7888,0
7889,0
7893,0
7894,0
7896,0
7897,0
7898,0
7901,0
7910,0
7916,0
7917,0
7932,0
7940,0
7941,0
7946,0
7947,0
7948,0
7949,0
7951,0
7952,0
7955,0
7956,0
7962,0
7966,0
7967,0
7969,0
7973,0
7976,39
7977,20
7979,28
7986,11
7990,2
7995,3
8003,49
8005,14
8006,6
8008,5
8010,7
8012,1
8013,6
8017,1
8018,1
8019,82
8023,2
8029,3
8036,1
8043,1
8044,2
8050,12
8053,13
8057,21
8059,14
8061,3
8063,3
8074,12
8075,14
8076,1
8077,10
8079,7
8090,1
8092,2
8093,1
8106,0
8114,0
8117,0
8120,0
8121,0
8127,0
8130,0
8136,0
8137,0
8138,0
8140,0
8142,0
8143,0
8145,0
8146,0
8147,0
8149,0
8151,0
8154,0
8155,0
8156,0
8157,0
8158,0
8159,0
8160,0
8161,0
8162,0
8163,0
8164,0
8167,0
8169,0
8173,0
8174,0
8175,0
8178,0
