Product_ID,d_total,d_media,d_std,cv,p95,mediana,precio_medio,PC1,PC2,PC3
1000,1.1507831792875751,1.1507831792875747,1.1355380954942123,-0.19871334810994362,1.1715003807243072,1.1675217520952552,0.7554692909663048,-1.3117629727803892,-0.6235149603265212,0.4137743072040008
1001,0.8344848496208239,0.8344848496208235,0.8883603084228133,1.0064131293134964,0.9319427019467328,0.8630154705748181,0.6706076233621417,-0.29340230144657914,-0.5588728525076807,-0.7208022296347846
1003,0.009438996652530422,0.009438996652530077,0.001322118075599287,-0.21587594181890152,0.02156295215548913,0.01606147597459977,0.5055131063867695,2.4885691314391245,-0.654013043561935,0.2594755368356801
1005,-0.587323916641739,-0.5873239166417391,-0.5948685932118687,-0.39338201690687474,-0.5887797594845825,-0.5971818958275751,1.9021538077663596,-0.29340230144657914,-0.5588728525076807,-0.7208022296347846
1006,-0.9584599829497079,-0.9584599829497078,-0.9613289771203041,-0.35977191545141635,-0.9568917936806552,-0.9626942678010919,1.6210583005287678,-0.29340230144657914,-0.5588728525076807,-0.7208022296347846
1007,0.160260401349644,0.16026040134964412,0.1453458256597761,-0.36172018329201217,0.16222317916071075,0.15087488519253417,-1.3843071376312286,1.007759407613156,-0.5733493088176584,-0.7719951356406899
1008,4.341972769984012,4.341972769984012,4.464628634116489,0.9332045744037981,4.262659273159638,4.423529624036119,-0.968975901637961,-0.29340230144657914,-0.5588728525076807,-0.7208022296347846
1009,-0.6419030955876905,-0.6419030955876905,-0.6066651278090813,1.7525614964761738,-0.6183805575794467,-0.6433917896494198,-0.12414644051420233,-0.29340230144657914,-0.5588728525076807,-0.7208022296347846
1010,-1.1808431061226832,-1.1808431061226832,-1.1810078290650232,-0.3099806524106057,-1.1831702233075672,-1.179916065928578,1.0058462772033805,-0.15571058098500337,-0.41092694519484796,-0.5906822333588626
1013,0.9018273766148588,0.9018273766148589,0.8774292401230147,-0.38818724097880986,0.897416202224456,0.8808523738773841,0.00370712976876433,-0.15571058098500337,-0.41092694519484796,-0.5906822333588626
1014,0.6057200524238062,0.6057200524238062,0.6315879168885388,0.5495174145400338,0.6576585494901963,0.6135565896488823,0.8749769617080349,0.11776232490204469,1.7996781785743048,0.9753269690652163
1017,-0.5745958264611908,-0.5745958264611908,-0.5824987948726281,-0.40332957948534953,-0.5782516809054429,-0.5881975829926941,-1.0501906215434327,0.20032435116164934,-0.49499998550002605,-0.9313477019570462
1019,0.5402814502767217,0.5402814502767219,0.5201185764209929,-0.3857702870643663,0.5445158038401148,0.5171873550880965,-1.5448429699832362,-0.29340230144657914,-0.5588728525076807,-0.7208022296347846
1020,-0.30641273335876373,-0.3064127333587639,-0.31664311999091743,-0.3736196671053187,-0.3136541282232683,-0.31058349720371,0.6429048475740055,-0.29340230144657914,-0.5588728525076807,-0.7208022296347846
