,n,mean,median,std,cv,iqr
2022,6065.0,251.20118515159842,250.04,127.1264879961445,0.5060743957852922,186.735
2023,6065.0,250.61471210955392,250.59,125.12847926052098,0.49928624783138115,185.505
2024,6065.0,249.8461949253458,250.0,123.94901821283766,0.49610128443170287,184.75
