date,cluster_id,sales_quantity,price_factor_effective,m_agosto_nonprice,m_competition,m_inflation,m_promo,price_factor_effective_lag1,m_agosto_nonprice_lag1,m_competition_lag1,m_inflation_lag1,m_promo_lag1,price_factor_effective_lag7,m_agosto_nonprice_lag7,m_competition_lag7,m_inflation_lag7,m_promo_lag7
2022-01-01,2,3109.0,0.6174607118384371,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02,2,3112.0,0.6174607118384371,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.6174607118384371,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.0,0.0,0.0,0.0,0.0
2022-01-03,2,2745.0,0.6174607118384371,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.6174607118384371,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.0,0.0,0.0,0.0,0.0
2022-01-04,2,2753.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.6174607118384371,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.0,0.0,0.0,0.0,0.0
2022-01-05,2,2893.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.0,0.0,0.0,0.0,0.0
2022-01-06,2,2901.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.0,0.0,0.0,0.0,0.0
2022-01-07,2,3112.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.0,0.0,0.0,0.0,0.0
2022-01-08,2,3105.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.6174607118384371,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-09,2,3108.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.6174607118384371,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-10,2,2743.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,0.6174607118384371,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-11,2,2249.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-12,2,2365.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-13,2,2351.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-14,2,2635.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-15,2,2634.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-16,2,2014.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-17,2,2015.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-18,2,1967.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-19,2,2005.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-20,2,2002.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-21,2,1811.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-22,2,1822.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-23,2,1815.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-24,2,1390.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
2022-01-25,2,1393.0,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675,-1.6765628141782674,0.3045026017893813,0.19962013261053912,1.1102230246251565e-16,-0.2531356748917675
