product_id,year,tipo_outlier,decision_aplicada,origen,decision_final
1062,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1062,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1062,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1063,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1063,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1063,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1067,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1067,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1067,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1075,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1075,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1075,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1076,2022,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1076,2023,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1076,2024,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1080,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1080,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1080,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1084,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1084,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1084,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1086,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1086,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1086,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1087,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1087,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1087,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1089,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1089,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1089,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1090,2022,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1090,2023,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1090,2024,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1092,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1092,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1092,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1095,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1095,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1095,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1096,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1096,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1096,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1099,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1099,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1099,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1100,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1100,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1100,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1101,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1101,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1101,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1107,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1107,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1107,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1112,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1112,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1112,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1113,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1113,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1113,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1116,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1116,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1116,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1117,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1117,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1117,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1125,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1125,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1125,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1129,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1129,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1129,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1131,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1131,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1131,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1136,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1136,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1136,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1138,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1138,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1138,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1140,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1140,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1140,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1141,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1141,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1141,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1147,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1147,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1147,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1150,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1150,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1150,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1152,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1152,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1152,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1155,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1155,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1155,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1157,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1157,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1157,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1159,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1159,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1159,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1162,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1162,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1162,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1163,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1163,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1163,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1169,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1169,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1169,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1170,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1170,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1170,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1174,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1174,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1174,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1176,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1176,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1176,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1177,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1177,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1177,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1181,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1181,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1181,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1183,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1183,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1183,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1184,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1184,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1184,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1185,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1185,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1185,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1187,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1187,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1187,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1188,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1188,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1188,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1194,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1194,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1194,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1197,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1197,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1197,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1199,2022,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1199,2023,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1199,2024,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1201,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1201,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1201,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1204,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1204,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1204,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1206,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1206,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1206,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1207,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1207,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1207,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1210,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1210,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1210,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1215,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1215,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1215,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1221,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1221,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1221,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1222,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1222,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1222,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1225,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1225,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1225,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1229,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1229,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1229,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1232,2022,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1232,2023,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1232,2024,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1233,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1233,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1233,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1234,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1234,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1234,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1235,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1235,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1235,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1238,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1238,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1238,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1240,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1240,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1240,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1243,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1243,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1243,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1245,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1245,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1245,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1248,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1248,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1248,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1250,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1250,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1250,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1251,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1251,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1251,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1252,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1252,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1252,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1253,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1253,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1253,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1254,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1254,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1254,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1256,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1256,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1256,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1258,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1258,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1258,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1262,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1262,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1262,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1265,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1265,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1265,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1266,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1266,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1266,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1268,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1268,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1268,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1270,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1270,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1270,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1272,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1272,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1272,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1274,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1274,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1274,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1276,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1276,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1276,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1277,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1277,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1277,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1282,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1282,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1282,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1289,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1289,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1289,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1291,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1291,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1291,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1292,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1292,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1292,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1296,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1296,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1296,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1300,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1300,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1300,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1301,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1301,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1301,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1302,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1302,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1302,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1305,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1305,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1305,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1306,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1306,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1306,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1307,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1307,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1307,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1311,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1311,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1311,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1312,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1312,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1312,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1313,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1313,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1313,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1320,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1320,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1320,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1321,2022,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1321,2023,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1321,2024,pico_aislado,suavizado_a015,dbscan,suavizado_a015
1323,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1323,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1323,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1324,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1324,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1324,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1327,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1327,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1327,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1328,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1328,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1328,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1334,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1334,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1334,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1338,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1338,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1338,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1339,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1339,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1339,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1340,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1340,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1340,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1351,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1351,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1351,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1352,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1352,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1352,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1353,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1353,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1353,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1355,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1355,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1355,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1356,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1356,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1356,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1357,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1357,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1357,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1361,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1361,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1361,2024,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1362,2022,pico_aislado,suavizado_a015,val_comp,suavizado_a015
1362,2023,pico_aislado,suavizado_a015,val_comp,suavizado_a015
