productos_totales,productos_con_outlier,pct_productos_con_outlier,registros_totales,registros_is_outlier_1,registros_dias_candidatos,pct_registros_dias_candidatos,pct_ventas_dias_candidatos
3596,3596,100.0,3941216,220296,151021,3.83,6.98
